id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
3929,Kabul,Historical Conflict Event Dataset,2001,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghanistan War,,
3930,Kabylie,Historical Conflict Event Dataset,1959,,,DZ,,battlefield,300000835,,4.040427,36.7133367,,,,Algerian War,,
3931,Kadesh,Historical Conflict Event Dataset,-1275,,,SY,,battlefield,300000835,,36.5182347,34.5550765,,,,Egyptian-Hittite Wars,,
3932,Kaffa,Historical Conflict Event Dataset,1296,,,RU,,battlefield,300000835,,83.012462,55.003342,,,,Venetian-Genoese Wars,,
3933,Kaffa,Historical Conflict Event Dataset,1475,,,RU,,battlefield,300000835,,83.012462,55.003342,,,,Genoese-Turkish War,,
3934,Kafir Qala,Historical Conflict Event Dataset,1818,,,AF,,battlefield,300000835,,74.6072854,34.7669384,,,,Persian Afghan Wars,,
3935,Kafr,Historical Conflict Event Dataset,1925,,,SY,,battlefield,300000835,,36.5607888,35.6139047,,,,Druze Rebellion,,
3936,Kagera,Historical Conflict Event Dataset,1978,,,TZ,,battlefield,300000835,,24.5731905,-3.7477271,,,,Tanzanian-Ugandan War,,
3937,Kagoshima,Historical Conflict Event Dataset,1587,,,JP,,battlefield,300000835,,130.5571158,31.5965535,,,,Japan's Era of the Warring States,,
3938,Kagoshima,Historical Conflict Event Dataset,1863,,,JP,,battlefield,300000835,,130.5571158,31.5965535,,,,British-Satsuma War,,
3939,Kagoshima,Historical Conflict Event Dataset,1877,,,JP,,battlefield,300000835,,130.5571158,31.5965535,,,,Satsuma Rebellion,,
3940,Kagul,Historical Conflict Event Dataset,1770,,,RO,,battlefield,300000835,,28.1890275,45.8939404,,,,Catherine the Great's Turkish War,,
3941,Kagul Lagoon,Historical Conflict Event Dataset,1574,,,UA,,battlefield,300000835,,28.1890275,45.8939404,,,,Moldavian Rebellion,,
3942,Kahan,Historical Conflict Event Dataset,1840,,,PK,,battlefield,300000835,,68.9023327,29.2982471,,,,1st British-Afghan War,,
3943,Kaifeng,Historical Conflict Event Dataset,1126,1127,,CN,,battlefield,300000835,,114.307582,34.797281,,,,Jin-Song Wars,,
3944,Kaifeng,Historical Conflict Event Dataset,1232,1233,,CN,,battlefield,300000835,,114.307582,34.797281,,,,Mongol Conquest of China,,
3945,Kaifeng,Historical Conflict Event Dataset,1642,,,CN,,battlefield,300000835,,114.307582,34.797281,,,,Manchu Conquest of China,,
3946,Kaifeng,Historical Conflict Event Dataset,1948,,,CN,,battlefield,300000835,,114.307582,34.797281,,,,3rd Chinese Revolutionary War,,
3947,Kaiping,Historical Conflict Event Dataset,1895,,,CN,,battlefield,300000835,,122.3664223,40.394167,,,,Sino-Japanese War,,
3948,Kaiserslautern,Historical Conflict Event Dataset,1793,,,DE,,battlefield,300000835,,7.7491265,49.4400657,,,,French Revolutionary Wars (1st Coalition),,
3949,Kaiserslautern,Historical Conflict Event Dataset,1794,,,DE,,battlefield,300000835,,7.7491265,49.4400657,,,,French Revolutionary Wars (1st Coalition),,
3950,Kaiserswerth,Historical Conflict Event Dataset,1702,,,DE,,battlefield,300000835,,6.7232099,51.2993749,,,,War of the Spanish Succession,,
3951,Kaitake,Historical Conflict Event Dataset,1864,,,NZ,,battlefield,300000835,,173.9781861,-39.1311611,,,,2nd New Zealand War,,
3952,Kaithal,Historical Conflict Event Dataset,1240,,,IN,,battlefield,300000835,,76.3984537,29.7856734,,,,Wars of the Delhi Sultanate,,
3953,Kalanga,Historical Conflict Event Dataset,1814,,,IN,,battlefield,300000835,,85.2334302,20.1860831,,,,British-Gurkha Wars,,
3954,Kalat,Historical Conflict Event Dataset,1839,,,PK,,battlefield,300000835,,66.5878767,29.0523112,,,,1st British Afghan War,,
3955,Kalighatta,Historical Conflict Event Dataset,0972,,,IN,,battlefield,300000835,,79.8735827,23.1078901,,,,Later Indian Dynastic Wars,,
3956,Kalinjar,Historical Conflict Event Dataset,1631,,,IN,,battlefield,300000835,,80.2718838,25.1395404,,,,Mughal-Ahmadnagar Wars,,
3957,Kalisch,Historical Conflict Event Dataset,1706,,,PL,,battlefield,300000835,,18.0853462,51.7672799,,,,2nd Great Northern War,,
3958,Kalisch,Historical Conflict Event Dataset,1813,,,PL,,battlefield,300000835,,18.0853462,51.7672799,,,,Napoleonic Wars (Russian Campaign),,
3959,Kalka,Historical Conflict Event Dataset,1223,,,UA,,battlefield,300000835,,37.5660653,47.09717,,,,Conquests of Genghis Khan,,
3960,Kalka,Historical Conflict Event Dataset,1380,,,UA,,battlefield,300000835,,37.5660653,47.09717,,,,Russian-Mongol Wars,,
3961,Kalpi,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,79.7483995,26.1209624,,,,Indian Mutiny,,
3962,Kalyan,Historical Conflict Event Dataset,1780,,,IN,,battlefield,300000835,,73.1305395,19.2403305,,,,1st British-Maratha War,,
3963,Kalyan,Historical Conflict Event Dataset,1682,,,IN,,battlefield,300000835,,73.1305395,19.2403305,,,,Mughal-Maratha Wars,,
3964,Kamakura,Historical Conflict Event Dataset,1333,,,JP,,battlefield,300000835,,139.5466868,35.3192254,,,,Genko War,,
3965,Kamakura,Historical Conflict Event Dataset,1335,,,JP,,battlefield,300000835,,139.5466868,35.3192254,,,,Ashikaga Rebellion,,
3966,Kamarej,Historical Conflict Event Dataset,1754,,,IR,,battlefield,300000835,,51.4741016,29.6213605,,,,Persian Wars of Succession,,
3967,Kamarut,Historical Conflict Event Dataset,1824,,,MM,,battlefield,300000835,,96.1121763,16.8233853,,,,1st British-Burmese War,,
3968,Kamatero,Historical Conflict Event Dataset,1827,,,GR,,battlefield,300000835,,23.6925459,38.0556279,,,,Greek War of Independence,,
3969,Kamenets Podolsk,Historical Conflict Event Dataset,1944,,,UA,,battlefield,300000835,,26.5825364,48.6967162,,,,World War II,,
3970,Kamieniec,Historical Conflict Event Dataset,1633,,,PL,,battlefield,300000835,,18.7141252,50.4033495,,,,Polish Tatar Rebellion,,
3971,Kamieniec,Historical Conflict Event Dataset,1672,,,PL,,battlefield,300000835,,18.7141252,50.4033495,,,,Turkish Invasion of the Ukraine,,
3972,Kamina,Historical Conflict Event Dataset,1914,,,TG,,battlefield,300000835,,0.8391192,7.92086,,,,World War I,,
3973,Kaminoyama,Historical Conflict Event Dataset,1600,,,JP,,battlefield,300000835,,140.2740991,38.1574695,,,,Japan's Warring States Period,,
3974,Kampala,Historical Conflict Event Dataset,1979,,,UG,,battlefield,300000835,,32.5825197,0.3475964,,,,Tanzanian-Ugandan War,,
3975,Kampar,Historical Conflict Event Dataset,1941,,,MY,,battlefield,300000835,,101.1536528,4.308504,,,,World War II,,
3976,Kanauj,Historical Conflict Event Dataset,0648,,,IN,,battlefield,300000835,,79.9136731,27.0514156,,,,Sino-Indian War,,
3977,Kanauj,Historical Conflict Event Dataset,0916,,,IN,,battlefield,300000835,,79.9136731,27.0514156,,,,Later Indian Dynastic Wars,,
3978,Kanauj,Historical Conflict Event Dataset,1540,,,IN,,battlefield,300000835,,79.9136731,27.0514156,,,,Mughal Conquest of Northern India,,
3979,Kanazawa,Historical Conflict Event Dataset,1087,,,JP,,battlefield,300000835,,140.3851637,39.251547,,,,Later Three Years War,,
3980,Kanchatzu,Historical Conflict Event Dataset,1937,,,CN,,battlefield,300000835,,128.2539046,49.4899474,,,,Russo-Japanese Border Wars,,
3981,Kanchi,Historical Conflict Event Dataset,0655,,,IN,,battlefield,300000835,,79.7036402,12.8341735,,,,Indian Dynastic War,,
3982,Kanchi,Historical Conflict Event Dataset,0740,,,IN,,battlefield,300000835,,79.7036402,12.8341735,,,,Indian Dynastic War,,
3983,Kanchi,Historical Conflict Event Dataset,1692,,,IN,,battlefield,300000835,,79.7036402,12.8341735,,,,Mughal-Maratha Wars,,
3984,Kandahar,Historical Conflict Event Dataset,1508,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Mughal-Uzbek Wars,,
3985,Kandahar,Historical Conflict Event Dataset,1520,1522,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Mughal Dynastic War,,
3986,Kandahar,Historical Conflict Event Dataset,1558,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3987,Kandahar,Historical Conflict Event Dataset,1622,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3988,Kandahar,Historical Conflict Event Dataset,1637,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3989,Kandahar,Historical Conflict Event Dataset,1649,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3990,Kandahar,Historical Conflict Event Dataset,1652,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3991,Kandahar,Historical Conflict Event Dataset,1653,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Mughal Wars,,
3992,Kandahar,Historical Conflict Event Dataset,1711,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Afghan Wars,,
3993,Kandahar,Historical Conflict Event Dataset,1714,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Afghan Wars,,
3994,Kandahar,Historical Conflict Event Dataset,1737,1738,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Persian-Afghan Wars,,
3995,Kandahar,Historical Conflict Event Dataset,1834,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Afghan Wars of Succession,,
3996,Kandahar,Historical Conflict Event Dataset,1841,1842,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,1st British-Afghan War,,
3997,Kandahar,Historical Conflict Event Dataset,1880,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,2nd British-Afghan War,,
3998,Kandahar,Historical Conflict Event Dataset,1881,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Afghan Civil Wars,,
3999,Kandahar,Historical Conflict Event Dataset,2001,,,AF,,battlefield,300000835,,65.7371749,31.628871,,,,Afghanistan War,,
4000,Kandy,Historical Conflict Event Dataset,1803,,,LK,,battlefield,300000835,,80.6337262,7.2905715,,,,1st British Kandyan War,,
4001,Kandy,Historical Conflict Event Dataset,1815,,,LK,,battlefield,300000835,,80.6337262,7.2905715,,,,2nd British-Kandyan War,,
4002,Kandy,Historical Conflict Event Dataset,1818,,,LK,,battlefield,300000835,,80.6337262,7.2905715,,,,3rd British-Kandyan War,,
4003,Kangju,Historical Conflict Event Dataset,-0036,,,UZ,,battlefield,300000835,,64.585262,41.377491,,,,Wars of the Former Han,,
4004,Kanghwa,Historical Conflict Event Dataset,1871,,,KR,,battlefield,300000835,,126.4081046,37.7381126,,,,US Korean Expedition,,
4005,Kangwachai,Historical Conflict Event Dataset,1894,,,CN,,battlefield,300000835,,122.4475934,40.8287757,,,,Sino-Japanese War,,
4006,Kankar,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,81.324715,26.5278876,,,,Indian Mutiny,,
4007,Kankrauli,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,73.8893974,25.0557755,,,,Indian Mutiny,,
4008,Kano,Historical Conflict Event Dataset,1903,,,NG,,battlefield,300000835,,8.5919561,12.0021794,,,,British Conquest of Northern Nigeria,,
4009,Kapain,Historical Conflict Event Dataset,1837,,,ZA,,battlefield,300000835,,26.2341219,-26.1250229,,,,Boer-Matabele War,,
4010,Kapolna,Historical Conflict Event Dataset,1849,,,HU,,battlefield,300000835,,20.2459749,47.7584202,,,,Hungarian Revolutionary War,,
4011,Kapotai,Historical Conflict Event Dataset,1845,,,NZ,,battlefield,300000835,,174.1203023,-35.261263,,,,1st New Zealand War,,
4012,Kappel,Historical Conflict Event Dataset,1531,,,CH,,battlefield,300000835,,7.8463216,47.3236397,,,,Swiss Religious Wars,,
4013,Kapyong,Historical Conflict Event Dataset,1951,,,KR,,battlefield,300000835,,127.5098827,37.8315403,,,,Korean War,,
4014,Karachi,Historical Conflict Event Dataset,1971,,,PK,,battlefield,300000835,,67.0011364,24.8607343,,,,3rd Indo-Pakistani War,,
4015,Karakilise,Historical Conflict Event Dataset,1915,,,AM,,battlefield,300000835,,44.4399113,40.8160028,,,,World War I,,
4016,Karakorum,Historical Conflict Event Dataset,1372,,,MN,,battlefield,300000835,,102.8340449,47.1900322,,,,Ming Imperial Wars,,
4017,Karakorum,Historical Conflict Event Dataset,1301,,,MN,,battlefield,300000835,,102.8340449,47.1900322,,,,Mongol Dynastic Wars,,
4018,Karama,Historical Conflict Event Dataset,1968,,,JO,,battlefield,300000835,,35.5801125,31.9533644,,,,Arab-Israeli Border Wars,,
4019,Karamuran,Historical Conflict Event Dataset,1225,,,CN,,battlefield,300000835,,85.107083,37.274111,,,,Conquests of Genghis Khan,,
4020,Karbala,Historical Conflict Event Dataset,0680,,,IQ,,battlefield,300000835,,44.0103922,32.6068464,,,,Muslim Civil Wars,,
4021,Karbala,Historical Conflict Event Dataset,0749,,,IQ,,battlefield,300000835,,44.0103922,32.6068464,,,,Muslim Civil War,,
4022,Karditsa,Historical Conflict Event Dataset,1948,,,GR,,battlefield,300000835,,21.9214049,39.3640258,,,,Greek Civil War,,
4023,Karee Siding,Historical Conflict Event Dataset,1900,,,ZA,,battlefield,300000835,,26.3638899,-28.86278,,,,2nd Anglo-Boer War,,
4024,Karelia,Historical Conflict Event Dataset,1941,,,RU,,battlefield,300000835,,32.9905552,63.1558702,,,,World War II,,
4025,Karikal,Historical Conflict Event Dataset,1760,,,IN,,battlefield,300000835,,79.8380056,10.9254398,,,,Seven Years War,,
4026,Karlwitz,Historical Conflict Event Dataset,1716,,,RS,,battlefield,300000835,,19.9195696,45.1852506,,,,Austro-Turkish War,,
4027,Karkuk,Historical Conflict Event Dataset,1733,,,IQ,,battlefield,300000835,,44.3803921,35.4655761,,,,Turko-Persian Wars of Nadir Shah,,
4028,Karnal,Historical Conflict Event Dataset,1739,,,IN,,battlefield,300000835,,76.9904825,29.6856929,,,,Persian Invasion of India,,
4029,Karo Pass,Historical Conflict Event Dataset,1904,,,CN,,battlefield,300000835,,89.9860263,29.3154257,,,,British Invasion of Tibet,,
4030,Karpenision,Historical Conflict Event Dataset,1823,,,GR,,battlefield,300000835,,21.7935895,38.9149201,,,,Greek War of Independence,,
4031,Karpenision,Historical Conflict Event Dataset,1949,,,GR,,battlefield,300000835,,21.7935895,38.9149201,,,,Greek Civil War,,
4032,Kars,Historical Conflict Event Dataset,1745,,,TR,,battlefield,300000835,,43.0974525,40.6013378,,,,Turko-Persian Wars of Nadir Shah,,
4033,Kars,Historical Conflict Event Dataset,1828,,,TR,,battlefield,300000835,,43.0974525,40.6013378,,,,Russo-Turkish Wars,,
4034,Kars,Historical Conflict Event Dataset,1855,,,TR,,battlefield,300000835,,43.0974525,40.6013378,,,,Crimean War,,
4035,Kars,Historical Conflict Event Dataset,1877,,,TR,,battlefield,300000835,,43.0974525,40.6013378,,,,Russo-Turkish War,,
4036,Kartarpur,Historical Conflict Event Dataset,1635,,,PK,,battlefield,300000835,,75.0151127,32.0879424,,,,Early Mughal-Sikh Wars,,
4037,Kartosuro,Historical Conflict Event Dataset,1705,,,ID,,battlefield,300000835,,110.7420464,-7.5567448,,,,Dutch Wars in the East Indies,,
4038,Karuse,Historical Conflict Event Dataset,1270,,,EE,,battlefield,300000835,,23.6982465,58.7675103,,,,Early Wars of the Teutonic Knights,,
4039,Kasama,Historical Conflict Event Dataset,1918,,,ZM,,battlefield,300000835,,31.193945,-10.2290555,,,,World War I,,
4040,Kasegaum,Historical Conflict Event Dataset,1774,,,IN,,battlefield,300000835,,75.3271151,17.6174685,,,,Maratha Wars of Succession,,
4041,Kasemark,Historical Conflict Event Dataset,1627,,,PL,,battlefield,300000835,,18.9331358,54.2567383,,,,2nd Polish Swedish War,,
4042,Kasganj,Historical Conflict Event Dataset,1750,,,IN,,battlefield,300000835,,78.6461098,27.808529,,,,Pathan War,,
4043,Kasganj,Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,78.6461098,27.808529,,,,Indian Mutiny,,
4044,Kashgal,Historical Conflict Event Dataset,1883,,,SD,,battlefield,300000835,,28.391629,12.0262943,,,,British-Sudan Wars,,
4045,Kashgar,Historical Conflict Event Dataset,1218,,,CN,,battlefield,300000835,,75.99379,39.467685,,,,Conquests of Genghis Khan,,
4046,Kashii,Historical Conflict Event Dataset,1615,,,JP,,battlefield,300000835,,135.1384868,34.2313973,,,,Japan's Warring States Period,,
4047,Kashlyk,Historical Conflict Event Dataset,1582,,,RU,,battlefield,300000835,,68.4478113,58.15,,,,Russian Conquest of Siberia,,
4048,Kasos,Historical Conflict Event Dataset,1824,,,GR,,battlefield,300000835,,26.9263671,35.401053,,,,Greek War of Independence,,
4049,Kassassin,Historical Conflict Event Dataset,1882,,,EG,,battlefield,300000835,,31.9363615,30.5626126,,,,Arabi's Egyptian Rebellion,,
4050,Kassel,Historical Conflict Event Dataset,1762,,,DE,,battlefield,300000835,,9.4797461,51.3127114,,,,Seven Years War,,
4051,Kasserine,Historical Conflict Event Dataset,1943,,,TN,,battlefield,300000835,,8.8307626,35.1722716,,,,World War II,,
4052,Kastel,Historical Conflict Event Dataset,1948,,,IL,,battlefield,300000835,,35.135982,31.8159232,,,,Israeli War of Independence,,
4053,Kastoria,Historical Conflict Event Dataset,1948,,,GR,,battlefield,300000835,,21.2687171,40.5192691,,,,Greek Civil War,,
4054,Katalgarh,Historical Conflict Event Dataset,1815,,,IN,,battlefield,300000835,,80.1723927,29.3626593,,,,British-Gurkha War,,
4055,Katia (st),Historical Conflict Event Dataset,1916,,,EG,,battlefield,300000835,,33.1437298,30.6550556,,,,World War I,,
4056,Katikara,Historical Conflict Event Dataset,1863,,,NZ,,battlefield,300000835,,173.9259885,-39.1334421,,,,2nd New Zealand War,,
4057,Katwa,Historical Conflict Event Dataset,1742,,,IN,,battlefield,300000835,,87.8105235,23.9569946,,,,Later Mughal-Maratha Wars,,
4058,Katwa,Historical Conflict Event Dataset,1745,,,IN,,battlefield,300000835,,87.8105235,23.9569946,,,,Later Mughal-Maratha Wars,,
4059,Katwa,Historical Conflict Event Dataset,1763,,,IN,,battlefield,300000835,,87.8105235,23.9569946,,,,Bengal War,,
4060,Katzbach,Historical Conflict Event Dataset,1813,,,DE,,battlefield,300000835,,16.0020407,51.1249155,,,,Napoleonic Wars (War of Liberation),,
4061,Kauhajoki,Historical Conflict Event Dataset,1808,,,FI,,battlefield,300000835,,22.1875413,62.4363332,,,,Napoleonic Wars (Russo-Swedish War),,
4062,Kaungton,Historical Conflict Event Dataset,1768,,,MM,,battlefield,300000835,,97.0956921,24.133563,,,,Sino-Burmese War,,
4063,Kauthal,Historical Conflict Event Dataset,1367,,,IN,,battlefield,300000835,,74.8704498,21.0243001,,,,Vijayanagar-Bahmani Wars,,
4064,Kaveripak,Historical Conflict Event Dataset,1752,,,IN,,battlefield,300000835,,79.4619506,12.9054512,,,,2nd Carnatic War,,
4065,Kawagoe,Historical Conflict Event Dataset,1545,,,JP,,battlefield,300000835,,139.4895383,35.9244774,,,,Warring States Period in Japan,,
4066,Kawanakajima,Historical Conflict Event Dataset,1561,,,JP,,battlefield,300000835,,138.3762979,36.0729844,,,,Warring States Period in Japan,,
4067,Kawasaki,Historical Conflict Event Dataset,1058,,,JP,,battlefield,300000835,,139.7024039,35.5298198,,,,Earlier Nine Year's War,,
4068,Kawkareik,Historical Conflict Event Dataset,1942,,,MM,,battlefield,300000835,,98.2404397,16.5573782,,,,World War II,,
4069,Kay,Historical Conflict Event Dataset,1759,,,PL,,battlefield,300000835,,15.5318732,52.0984389,,,,Seven Years War,,
4070,Kayseri,Historical Conflict Event Dataset,1511,,,TR,,battlefield,300000835,,35.482597,38.720489,,,,Turko-Persian War in Anatolia,,
4071,Kayseri,Historical Conflict Event Dataset,1624,,,TR,,battlefield,300000835,,35.482597,38.720489,,,,Anatolian Rebellion,,
